run,best_fit
0,12.351976525872324
1,12.7354756666277
2,12.683435589437812
3,12.692124098758987
4,12.373637765897652
5,12.290611220061946
6,12.930615672658131
7,11.845046895487656
8,11.987092560847453
9,12.449288658457576
